NAICS,GEO,YEAR,VALUE
Transportation and warehousing,Newfoundland and Labrador,2014,21
Transportation and warehousing,Newfoundland and Labrador,2015,21.66
Transportation and warehousing,Newfoundland and Labrador,2016,22.66
Transportation and warehousing,Newfoundland and Labrador,2017,23.62
Transportation and warehousing,Newfoundland and Labrador,2018,24.02
Transportation and warehousing,Newfoundland and Labrador,2019,24.84
Transportation and warehousing,Newfoundland and Labrador,2020,26
Transportation and warehousing,Newfoundland and Labrador,2021,25
Transportation and warehousing,Nova Scotia,2012,21.08
Transportation and warehousing,Nova Scotia,2013,22
Transportation and warehousing,Nova Scotia,2014,20.2
Transportation and warehousing,Nova Scotia,2015,22.38
Transportation and warehousing,Nova Scotia,2016,23.38
Transportation and warehousing,Nova Scotia,2017,21.82
Transportation and warehousing,Nova Scotia,2018,21.65
Transportation and warehousing,Nova Scotia,2019,23
Transportation and warehousing,Nova Scotia,2020,23.55
Transportation and warehousing,Nova Scotia,2021,23.31
Transportation and warehousing,Ontario,2012,20.92
Transportation and warehousing,Ontario,2013,20.24
Transportation and warehousing,Ontario,2014,21.12
Transportation and warehousing,Ontario,2015,21.8
Transportation and warehousing,Ontario,2016,22
Transportation and warehousing,Ontario,2017,22.53
Transportation and warehousing,Ontario,2018,22
Transportation and warehousing,Ontario,2019,23
Transportation and warehousing,Ontario,2020,24.02
Transportation and warehousing,Ontario,2021,25.32
Transportation and warehousing,Prince Edward Island,2012,17.21
Transportation and warehousing,Prince Edward Island,2013,17.84
Transportation and warehousing,Prince Edward Island,2014,17
Transportation and warehousing,Prince Edward Island,2015,17
Transportation and warehousing,Prince Edward Island,2016,19
Transportation and warehousing,Prince Edward Island,2017,19
Transportation and warehousing,Prince Edward Island,2018,19.37
Transportation and warehousing,Prince Edward Island,2019,19.92
Transportation and warehousing,Prince Edward Island,2020,20.38
Transportation and warehousing,Prince Edward Island,2021,21.5
Transportation and warehousing,Quebec,2012,20.02
Transportation and warehousing,Quebec,2013,20
Transportation and warehousing,Quebec,2014,20
Transportation and warehousing,Quebec,2015,20.94
Transportation and warehousing,Quebec,2016,21.25
Transportation and warehousing,Quebec,2017,20.89
Transportation and warehousing,Quebec,2018,23
Transportation and warehousing,Quebec,2019,24
Transportation and warehousing,Quebec,2020,23.78
Transportation and warehousing,Quebec,2021,25
Transportation and warehousing,Saskatchewan,2012,22
Transportation and warehousing,Saskatchewan,2013,24
Transportation and warehousing,Saskatchewan,2014,23.38
Transportation and warehousing,Saskatchewan,2015,23
Transportation and warehousing,Saskatchewan,2016,24.38
Transportation and warehousing,Saskatchewan,2017,24.9
Transportation and warehousing,Saskatchewan,2018,25.73
Transportation and warehousing,Saskatchewan,2019,25.86
Transportation and warehousing,Saskatchewan,2020,26.24
Transportation and warehousing,Saskatchewan,2021,27.24
Utilities,Alberta,2012,32
Utilities,Alberta,2013,35.72
Utilities,Alberta,2014,37.53
Utilities,Alberta,2015,40.33
Utilities,Alberta,2016,40.69
Utilities,Alberta,2017,48
Utilities,Alberta,2018,47.18
Utilities,Alberta,2019,47.5
Utilities,Alberta,2020,48
Utilities,Alberta,2021,48.04
Utilities,British Columbia,2012,33
Utilities,British Columbia,2013,31
Utilities,British Columbia,2014,38.46
Utilities,British Columbia,2015,38.18
Utilities,British Columbia,2016,33.5
Utilities,British Columbia,2017,35.12
Utilities,British Columbia,2018,35.26
Utilities,British Columbia,2019,41.95
Utilities,British Columbia,2020,37.7
Utilities,British Columbia,2021,45
Utilities,Canada,2012,33.11
Utilities,Canada,2013,33
Utilities,Canada,2014,35.95
Utilities,Canada,2015,36.22
Utilities,Canada,2016,36.76
Utilities,Canada,2017,38.52
Utilities,Canada,2018,40
Utilities,Canada,2019,41.52
Utilities,Canada,2020,43.14
Utilities,Canada,2021,44.96
Utilities,Manitoba,2012,29.63
Utilities,Manitoba,2013,34.62
Utilities,Manitoba,2014,33
Utilities,Manitoba,2015,37.64
Utilities,Manitoba,2016,35
Utilities,Manitoba,2017,37.5
Utilities,Manitoba,2018,39.45
Utilities,Manitoba,2019,40
Utilities,Manitoba,2020,40.38
Utilities,Manitoba,2021,41.57
Utilities,New Brunswick,2012,28.36
Utilities,New Brunswick,2013,32.91
Utilities,New Brunswick,2014,32
Utilities,New Brunswick,2015,32
Utilities,New Brunswick,2016,29.56
Utilities,New Brunswick,2017,34.35
Utilities,New Brunswick,2018,37
Utilities,New Brunswick,2019,37.98
Utilities,New Brunswick,2020,35
Utilities,New Brunswick,2021,40.87
Utilities,Newfoundland and Labrador,2012,33.85
Utilities,Newfoundland and Labrador,2013,34.42
Utilities,Newfoundland and Labrador,2014,37.5
Utilities,Newfoundland and Labrador,2015,34
Utilities,Newfoundland and Labrador,2016,39.94
Utilities,Newfoundland and Labrador,2017,40
Utilities,Newfoundland and Labrador,2018,41.5
Utilities,Newfoundland and Labrador,2019,41.5
Utilities,Newfoundland and Labrador,2020,43.32
Utilities,Newfoundland and Labrador,2021,40
Utilities,Nova Scotia,2012,25.41
Utilities,Nova Scotia,2013,27.94
Utilities,Nova Scotia,2014,29
Utilities,Nova Scotia,2015,27.92
Utilities,Nova Scotia,2016,37.88
Utilities,Nova Scotia,2017,35.33
Utilities,Nova Scotia,2018,34
Utilities,Nova Scotia,2019,35.26
Utilities,Nova Scotia,2020,31.5
Utilities,Nova Scotia,2021,37.46
Utilities,Ontario,2012,34
Utilities,Ontario,2013,34.29
Utilities,Ontario,2014,38.17
Utilities,Ontario,2015,36
Utilities,Ontario,2016,37.04
Utilities,Ontario,2017,41.03
Utilities,Ontario,2018,40
Utilities,Ontario,2019,40.87
Utilities,Ontario,2020,44.66
Utilities,Ontario,2021,46
Utilities,Prince Edward Island,2012,26.04
Utilities,Prince Edward Island,2013,21.93
Utilities,Prince Edward Island,2014,31
Utilities,Prince Edward Island,2015,27.9
Utilities,Prince Edward Island,2016,30.8
Utilities,Prince Edward Island,2017,25
Utilities,Prince Edward Island,2018,28
Utilities,Prince Edward Island,2019,35
Utilities,Prince Edward Island,2020,31
Utilities,Prince Edward Island,2021,45
Utilities,Quebec,2012,33.33
Utilities,Quebec,2013,32.5
Utilities,Quebec,2014,33.5
Utilities,Quebec,2015,34.92
Utilities,Quebec,2016,34.38
Utilities,Quebec,2017,37.74
Utilities,Quebec,2018,40
Utilities,Quebec,2019,40.14
Utilities,Quebec,2020,44.25
Utilities,Quebec,2021,44.42
Utilities,Saskatchewan,2012,32
Utilities,Saskatchewan,2013,30.44
Utilities,Saskatchewan,2014,34.93
Utilities,Saskatchewan,2015,38
Utilities,Saskatchewan,2016,36.59
Utilities,Saskatchewan,2017,36.2
Utilities,Saskatchewan,2018,39.8
Utilities,Saskatchewan,2019,37
Utilities,Saskatchewan,2020,41.23
Utilities,Saskatchewan,2021,40.25
Wholesale and retail trade,Alberta,2012,16.62
Wholesale and retail trade,Alberta,2013,17.4
Wholesale and retail trade,Alberta,2014,17.18
Wholesale and retail trade,Alberta,2015,17.94
Wholesale and retail trade,Alberta,2016,18
Wholesale and retail trade,Alberta,2017,19.38
Wholesale and retail trade,Alberta,2018,19.25
Wholesale and retail trade,Alberta,2019,19.5
Wholesale and retail trade,Alberta,2020,20
Wholesale and retail trade,Alberta,2021,19.52
Wholesale and retail trade,British Columbia,2012,15
Wholesale and retail trade,British Columbia,2013,15
Wholesale and retail trade,British Columbia,2014,15.4
Wholesale and retail trade,British Columbia,2015,16
Wholesale and retail trade,British Columbia,2016,16
Wholesale and retail trade,British Columbia,2017,16.87
Wholesale and retail trade,British Columbia,2018,17.16
Wholesale and retail trade,British Columbia,2019,18
Wholesale and retail trade,British Columbia,2020,19
Wholesale and retail trade,British Columbia,2021,19.12
Wholesale and retail trade,Canada,2012,14.14
Wholesale and retail trade,Canada,2013,14.5
Wholesale and retail trade,Canada,2014,15
Wholesale and retail trade,Canada,2015,15
Wholesale and retail trade,Canada,2016,15
Wholesale and retail trade,Canada,2017,16
Wholesale and retail trade,Canada,2018,16.38
Wholesale and retail trade,Canada,2019,17
Wholesale and retail trade,Canada,2020,18
Wholesale and retail trade,Canada,2021,18
Wholesale and retail trade,Manitoba,2012,14
Wholesale and retail trade,Manitoba,2013,14.46
Wholesale and retail trade,Manitoba,2014,14.74
Wholesale and retail trade,Manitoba,2015,15.44
Wholesale and retail trade,Manitoba,2016,15
Wholesale and retail trade,Manitoba,2017,15
Wholesale and retail trade,Manitoba,2018,15.41
Wholesale and retail trade,Manitoba,2019,16
Wholesale and retail trade,Manitoba,2020,17
Wholesale and retail trade,Manitoba,2021,17.64
Wholesale and retail trade,New Brunswick,2012,12.32
Wholesale and retail trade,New Brunswick,2013,12.98
Wholesale and retail trade,New Brunswick,2014,13
Wholesale and retail trade,New Brunswick,2015,13
Wholesale and retail trade,New Brunswick,2016,14
Wholesale and retail trade,New Brunswick,2017,14.5
Wholesale and retail trade,New Brunswick,2018,14.05
Wholesale and retail trade,New Brunswick,2019,14.28
Wholesale and retail trade,New Brunswick,2020,14.98
Wholesale and retail trade,New Brunswick,2021,15.92
Wholesale and retail trade,Newfoundland and Labrador,2012,12
Wholesale and retail trade,Newfoundland and Labrador,2013,12.92
Wholesale and retail trade,Newfoundland and Labrador,2014,12.5
Wholesale and retail trade,Newfoundland and Labrador,2015,13.12
Wholesale and retail trade,Newfoundland and Labrador,2016,13
Wholesale and retail trade,Newfoundland and Labrador,2017,13.5
Wholesale and retail trade,Newfoundland and Labrador,2018,14
Wholesale and retail trade,Newfoundland and Labrador,2019,14.78
Wholesale and retail trade,Newfoundland and Labrador,2020,14.55
Wholesale and retail trade,Newfoundland and Labrador,2021,15.34
Wholesale and retail trade,Nova Scotia,2012,12.35
Wholesale and retail trade,Nova Scotia,2013,12.72
Wholesale and retail trade,Nova Scotia,2014,13
Wholesale and retail trade,Nova Scotia,2015,13
Wholesale and retail trade,Nova Scotia,2016,13.25
Wholesale and retail trade,Nova Scotia,2017,13.5
Wholesale and retail trade,Nova Scotia,2018,14
Wholesale and retail trade,Nova Scotia,2019,14
Wholesale and retail trade,Nova Scotia,2020,15.12
Wholesale and retail trade,Nova Scotia,2021,15
Wholesale and retail trade,Ontario,2012,14
Wholesale and retail trade,Ontario,2013,14
Wholesale and retail trade,Ontario,2014,14.42
Wholesale and retail trade,Ontario,2015,15
Wholesale and retail trade,Ontario,2016,15
Wholesale and retail trade,Ontario,2017,15.24
Wholesale and retail trade,Ontario,2018,16.5
Wholesale and retail trade,Ontario,2019,17
Wholesale and retail trade,Ontario,2020,18
Wholesale and retail trade,Ontario,2021,18.27
Wholesale and retail trade,Prince Edward Island,2012,12
Wholesale and retail trade,Prince Edward Island,2013,12.57
Wholesale and retail trade,Prince Edward Island,2014,12.55
Wholesale and retail trade,Prince Edward Island,2015,12.85
Wholesale and retail trade,Prince Edward Island,2016,13
Wholesale and retail trade,Prince Edward Island,2017,13
Wholesale and retail trade,Prince Edward Island,2018,13.78
Wholesale and retail trade,Prince Edward Island,2019,14.2
Wholesale and retail trade,Prince Edward Island,2020,15
Wholesale and retail trade,Prince Edward Island,2021,16
Wholesale and retail trade,Quebec,2012,13.88
Wholesale and retail trade,Quebec,2013,14
Wholesale and retail trade,Quebec,2014,14.26
Wholesale and retail trade,Quebec,2015,14.5
Wholesale and retail trade,Quebec,2016,15
Wholesale and retail trade,Quebec,2017,15.88
Wholesale and retail trade,Quebec,2018,16
Wholesale and retail trade,Quebec,2019,15.75
Wholesale and retail trade,Quebec,2020,17.24
Wholesale and retail trade,Quebec,2021,18
Wholesale and retail trade,Saskatchewan,2012,15
Wholesale and retail trade,Saskatchewan,2013,16
Wholesale and retail trade,Saskatchewan,2014,16
Wholesale and retail trade,Saskatchewan,2015,16.94
Wholesale and retail trade,Saskatchewan,2016,17
Wholesale and retail trade,Saskatchewan,2017,17.12
Wholesale and retail trade,Saskatchewan,2018,18
Wholesale and retail trade,Saskatchewan,2019,18.25
Wholesale and retail trade,Saskatchewan,2020,18
Wholesale and retail trade,Saskatchewan,2021,19
